,gene_ID,type,gene_symbol,start,stop,description,pos,pathway
4317,ECB_04064,cds,sgaU,4401001,4401855,L-xylulose 5-phosphate 3-epimerase,4401428.0,"{'ebr00040': 'Pentose and glucuronate interconversions', 'ebr00053': 'Ascorbate and aldarate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01120': 'Microbial metabolism in diverse environments'}"
4318,ECB_04065,cds,sgaE,4401855,4402541,L-ribulose 5-phosphate 4-epimerase,4402198.0,"{'ebr00040': 'Pentose and glucuronate interconversions', 'ebr00053': 'Ascorbate and aldarate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01120': 'Microbial metabolism in diverse environments'}"
4319,ECB_04066,cds,yjfY,4402670,4402945,hypothetical protein,4402807.5,
4320,ECB_04067,cds,rpsF,4403273,4403668,30S ribosomal protein S6,4403470.5,{'ebr03010': 'Ribosome'}
4321,ECB_04068,cds,priB,4403675,4403989,primosomal replication protein N,4403832.0,{'ebr03440': 'Homologous recombination'}
4322,ECB_04069,cds,rpsR,4403994,4404221,30S ribosomal protein S18,4404107.5,{'ebr03010': 'Ribosome'}
4323,ECB_04070,cds,rplI,4404263,4404712,50S ribosomal protein L9,4404487.5,{'ebr03010': 'Ribosome'}
4330,ECB_04077,cds,ytfA,4412767,4413093,predicted transcriptional regulator,4412930.0,
4331,ECB_04078,cds,ytfB,4413077,4413715,predicted cell envelope opacity-associated protein,4413396.0,
4332,ECB_04079,cds,fklB,4413934,4414554,FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase),4414244.0,
4333,ECB_04080,cds,cycA,4414863,4416275,D-alanine/D-serine/glycine transporter,4415569.0,
4334,ECB_04081,cds,ytfE,4416320,4416982,predicted regulator of cell morphogenesis and cell wall metabolism,4416651.0,
4335,ECB_04082,cds,ytfF,4417090,4418064,predicted inner membrane protein,4417577.0,
4336,ECB_04083,cds,ytfG,4418164,4419024,NAD(P)H,4418594.0,"{'ebr00130': 'Ubiquinone and other terpenoid-quinone biosynthesis', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01240': 'Biosynthesis of cofactors'}"
4337,ECB_04084,cds,ytfH,4419113,4419493,predicted transcriptional regulator,4419303.0,
4338,ECB_04085,cds,cpdB,4419616,4421559,"bifunctional 2',3'-cyclic nucleotide 2'-phosphodiesterase/3'-nucleotidase periplasmic precursor protein",4420587.5,"{'ebr00230': 'Purine metabolism', 'ebr00240': 'Pyrimidine metabolism', 'ebr01100': 'Metabolic pathways'}"
4339,ECB_04086,cds,cysQ,4421749,4422489,"PAPS (adenosine 3'-phosphate 5'-phosphosulfate) 3'(2'),5'-bisphosphate nucleotidase",4422119.0,"{'ebr00920': 'Sulfur metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01120': 'Microbial metabolism in diverse environments'}"
4340,ECB_04087,cds,ytfJ,4422479,4423036,predicted transcriptional regulator,4422757.5,
4341,ECB_04088,cds,ytfK,4423361,4423567,hypothetical protein,4423464.0,
4342,ECB_04089,cds,ytfL,4423629,4424972,predicted inner membrane protein,4424300.5,
4343,EBG00001040680,ncrna,STnc450,4425034,4425091,,4425062.5,
4344,ECB_04090,cds,msrA,4425295,4425933,methionine sulfoxide reductase A,4425614.0,
4345,ECB_04091,cds,ytfM,4426139,4427872,predicted outer membrane protein and surface antigen,4427005.5,
4346,ECB_04092,cds,ytfN,4427869,4431648,hypothetical protein,4429758.5,
4347,ECB_04093,cds,ytfP,4431651,4431992,hypothetical protein,4431821.5,
4348,ECB_04094,cds,yzfA,4431733,4431915,hypothetical protein,4431824.0,
4349,ECB_04095,cds,ppa,4432372,4432902,inorganic pyrophosphatase,4432637.0,{'ebr00190': 'Oxidative phosphorylation'}
4350,ECB_04096,cds,ytfQ,4433212,4434168,predicted sugar transporter subunit,4433690.0,{'ebr02010': 'ABC transporters'}
4351,ECB_04097,cds,ytfR,4434308,4435810,predicted sugar transporter subunit,4435059.0,{'ebr02010': 'ABC transporters'}
4352,ECB_04098,cds,ytfT,4435824,4436846,predicted sugar transporter subunit,4436335.0,{'ebr02010': 'ABC transporters'}
4353,ECB_04099,cds,yjfF,4436833,4437828,predicted sugar transporter subunit,4437330.5,{'ebr02010': 'ABC transporters'}
4354,ECB_04100,cds,fbp,4437861,4438859,"fructose-1,6-bisphosphatase",4438360.0,"{'ebr00010': 'Glycolysis / Gluconeogenesis', 'ebr00030': 'Pentose phosphate pathway', 'ebr00051': 'Fructose and mannose metabolism', 'ebr00680': 'Methane metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism'}"
4355,ECB_04101,cds,mpl,4439035,4440408,UDP-N-acetylmuramate,4439721.5,
4356,ECB_04102,cds,yjgA,4440564,4441115,hypothetical protein,4440839.5,
4357,ECB_04103,cds,pmbA,4441210,4442562,predicted peptidase required for the maturation and secretion of the antibiotic peptide MccB17,4441886.0,
4358,ECB_04105,cds,nrdG,4443176,4443640,anaerobic ribonucleotide reductase activating protein,4443408.0,
4359,ECB_04106,cds,nrdD,4443799,4445937,anaerobic ribonucleoside triphosphate reductase,4444868.0,"{'ebr00230': 'Purine metabolism', 'ebr00240': 'Pyrimidine metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01232': 'Nucleotide metabolism'}"
4360,ECB_04107,cds,treC,4446331,4447986,trehalose-6-P hydrolase,4447158.5,"{'ebr00500': 'Starch and sucrose metabolism', 'ebr01100': 'Metabolic pathways'}"
4361,ECB_04108,cds,treB,4448036,4449457,fused trehalose(maltose)-specific PTS enzyme,4448746.5,"{'ebr00500': 'Starch and sucrose metabolism', 'ebr02060': 'Phosphotransferase system (PTS)'}"
4362,ECB_04109,cds,treR,4449576,4450523,trehalose repressor,4450049.5,
4363,ECB_04110,cds,mgtA,4450902,4453598,magnesium transporter,4452250.0,
4364,ECB_04111,cds,yjgF,4453804,4454190,ketoacid-binding protein,4453997.0,
4365,ECB_04112,cds,pyrI,4454263,4454724,aspartate carbamoyltransferase regulatory subunit,4454493.5,"{'ebr00240': 'Pyrimidine metabolism', 'ebr00250': 'Alanine, aspartate and glutamate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01240': 'Biosynthesis of cofactors'}"
4366,ECB_04113,cds,pyrB,4454737,4455672,aspartate carbamoyltransferase catalytic subunit,4455204.5,"{'ebr00240': 'Pyrimidine metabolism', 'ebr00250': 'Alanine, aspartate and glutamate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01240': 'Biosynthesis of cofactors'}"
4367,ECB_04114,cds,pyrL,4455676,4455810,pyrBI operon leader peptide,4455743.0,
4368,ECB_04115,cds,yjgH,4456091,4456486,predicted mRNA endoribonuclease,4456288.5,
4369,ECB_04116,cds,yjgI,4456617,4457330,predicted oxidoreductase with NAD(P)-binding Rossmann-fold domain,4456973.5,
4370,ECB_04117,cds,yjgJ,4457401,4457994,predicted transcriptional regulator,4457697.5,
4371,ECB_04118,cds,yjgK,4458139,4458591,hypothetical protein,4458365.0,
4372,ECB_04119,cds,yjgL,4458714,4460366,hypothetical protein,4459540.0,
4373,ECB_04120,cds,argI,4460439,4461443,ornithine carbamoyltransferase 1,4460941.0,"{'ebr00220': 'Arginine biosynthesis', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01230': 'Biosynthesis of amino acids'}"
4374,ECB_04121,cds,yjgD,4461605,4462021,hypothetical protein,4461813.0,
4375,ECB_04122,cds,yjgM,4462067,4462570,predicted acetyltransferase,4462318.5,
4376,ECB_04123,cds,yjgN,4462763,4463959,conserved inner membrane protein,4463361.0,
4377,ECB_04124,cds,valS,4464015,4466870,valyl-tRNA synthetase,4465442.5,{'ebr00970': 'Aminoacyl-tRNA biosynthesis'}
4378,ECB_04125,cds,holC,4466870,4467313,DNA polymerase III subunit chi,4467091.5,"{'ebr03030': 'DNA replication', 'ebr03430': 'Mismatch repair', 'ebr03440': 'Homologous recombination'}"
4379,ECB_04126,cds,pepA,4467667,4469178,leucyl aminopeptidase,4468422.5,"{'ebr00480': 'Glutathione metabolism', 'ebr01100': 'Metabolic pathways'}"
4380,ECB_04127,cds,yjgP,4469445,4470545,conserved inner membrane protein,4469995.0,{'ebr02010': 'ABC transporters'}
4381,ECB_04128,cds,yjgQ,4470545,4471627,conserved inner membrane protein,4471086.0,{'ebr02010': 'ABC transporters'}
4382,ECB_04129,cds,yjgR,4471788,4473290,predicted ATPase,4472539.0,
4383,ECB_04130,cds,idnR,4473368,4474366,"DNA-binding transcriptional repressor, 5-gluconate-binding",4473867.0,
4384,ECB_04131,cds,idnT,4474433,4475752,L-idonate and D-gluconate transporter,4475092.5,
4385,ECB_04132,cds,idnO,4475815,4476579,gluconate 5-dehydrogenase,4476197.0,
4386,ECB_04133,cds,idnD,4476603,4477634,"L-idonate 5-dehydrogenase, NAD-binding",4477118.5,
4387,ECB_04134,cds,idnK,4477851,4478414,"D-gluconate kinase, thermosensitive",4478132.5,"{'ebr00030': 'Pentose phosphate pathway', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism'}"
4388,ECB_04135,cds,yjgB,4478418,4479437,"predicted alcohol dehydrogenase, Zn-dependent and NAD(P)-binding",4478927.5,"{'ebr00010': 'Glycolysis / Gluconeogenesis', 'ebr00281': 'Geraniol degradation', 'ebr00620': 'Pyruvate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments'}"
4389,EBG00001040730,ncrna,tRNA,4479633,4479714,,4479673.5,
4390,ECB_t00083,ncrna,leuX,4479633,4479717,,4479675.0,{'ebr00970': 'Aminoacyl-tRNA biosynthesis'}
4391,ECB_04136,cds,intB,4479978,4481168,predicted integrase,4480573.0,
4392,ECB_04137,cds,yjgW,4481491,4481826,predicted protein,4481658.5,
4393,ECB_04139,cds,yjgZ,4483152,4483481,predicted protein,4483316.5,
4394,ECB_04140,cds,insG,4483995,4485323,IS4 predicted transposase,4484659.0,
4395,ECB_04141,cds,yjhB,4485950,4487167,predicted transporter,4486558.5,
4396,ECB_04142,cds,yjhC,4487179,4488297,predicted oxidoreductase,4487738.0,
4397,ECB_04145,cds,insN,4489089,4489361,IS911 protein,4489225.0,
4401,ECB_04149,cds,yis2,4492818,4493636,IS600 ORF2-like protein,4493227.0,
4402,ECB_04150,cds,yis1,4493672,4493974,IS600 ORF1-like protein,4493823.0,
4404,ECB_04153,cds,fecE,4495722,4496489,iron-dicitrate transporter subunit,4496105.5,{'ebr02010': 'ABC transporters'}
4405,ECB_04154,cds,fecD,4496490,4497446,iron-dicitrate transporter subunit,4496968.0,{'ebr02010': 'ABC transporters'}
4406,ECB_04155,cds,fecC,4497443,4498441,iron-dicitrate transporter subunit,4497942.0,{'ebr02010': 'ABC transporters'}
4407,ECB_04156,cds,fecB,4498438,4499340,iron-dicitrate transporter subunit,4498889.0,{'ebr02010': 'ABC transporters'}
4408,ECB_04157,cds,fecA,4499385,4501709,ferric citrate outer membrane transporter,4500547.0,
4409,ECB_04158,cds,fecR,4501796,4502749,transmembrane signal transducer for ferric citrate transport,4502272.5,{'ebr02020': 'Two-component system'}
4410,ECB_04159,cds,fecI,4502746,4503267,"RNA polymerase, sigma 19 factor",4503006.5,{'ebr02020': 'Two-component system'}
4411,ECB_04160,cds,insA-25,4503559,4503834,IS1 protein InsA,4503696.5,
4413,ECB_04163,cds,insB-26,4505357,4505860,IS1 protein InsB,4505608.5,
4414,ECB_04164,cds,insA-26,4505779,4506054,IS1 protein InsA,4505916.5,
4415,ECB_04165,cds,sgcR,4506244,4507026,predicted DNA-binding transcriptional regulator,4506635.0,
4416,ECB_04166,cds,sgcE,4507043,4507675,ribulose-phosphate 3-epimerase,4507359.0,
4417,ECB_04167,cds,sgcA,4507687,4508118,predicted phosphotransferase enzyme IIA component,4507902.5,"{'ebr00052': 'Galactose metabolism', 'ebr01100': 'Metabolic pathways', 'ebr02060': 'Phosphotransferase system (PTS)'}"
4418,ECB_04168,cds,sgcQ,4508249,4509055,predicted nucleoside triphosphatase,4508652.0,
4419,ECB_04169,cds,sgcC,4509068,4510381,predicted phosphotransferase enzyme IIC component,4509724.5,"{'ebr00052': 'Galactose metabolism', 'ebr01100': 'Metabolic pathways', 'ebr02060': 'Phosphotransferase system (PTS)'}"
4420,ECB_04170,cds,sgcB,4510393,4510671,predicted enzyme IIB component of PTS,4510532.0,"{'ebr00052': 'Galactose metabolism', 'ebr01100': 'Metabolic pathways', 'ebr02060': 'Phosphotransferase system (PTS)'}"
4421,ECB_04171,cds,sgcX,4510668,4511789,predicted endoglucanase with Zn-dependent exopeptidase domain,4511228.5,
4422,ECB_04172,cds,yjhP,4512575,4513321,predicted methyltransferase,4512948.0,
4423,ECB_04173,cds,yjhQ,4513377,4513922,predicted acetyltransferase,4513649.5,
4425,ECB_04176,cds,yjhS,4516752,4517732,hypothetical protein,4517242.0,
4426,ECB_04177,cds,yjhT,4517797,4518903,hypothetical protein,4518350.0,
4427,ECB_04178,cds,yjhA,4518923,4519639,N-acetylnuraminic acid outer membrane channel protein,4519281.0,
4428,ECB_04180,cds,insB-27,4521586,4522089,IS1 protein InsB,4521837.5,
4429,ECB_04181,cds,insA-27,4522008,4522283,IS1 protein InsA,4522145.5,
4430,ECB_04182,cds,fimE,4522951,4523547,tyrosine recombinase/inversion of on/off regulator of fimA,4523249.0,
4431,ECB_04183,cds,fimA,4524029,4524577,major type 1 subunit fimbrin (pilin),4524303.0,
4432,ECB_04184,cds,fimI,4524642,4525181,fimbrial protein involved in type 1 pilus biosynthesis,4524911.5,
4433,ECB_04185,cds,fimC,4525218,4525943,"chaperone, periplasmic",4525580.5,
4434,ECB_04186,cds,fimD,4526010,4528646,"outer membrane usher protein, type 1 fimbrial synthesis",4527328.0,
4435,ECB_04187,cds,fimF,4528656,4529186,minor component of type 1 fimbriae,4528921.0,
4436,ECB_04188,cds,fimG,4529199,4529702,minor component of type 1 fimbriae,4529450.5,
4437,ECB_04189,cds,fimH,4529722,4530624,minor component of type 1 fimbriae,4530173.0,
4438,ECB_04190,cds,gntP,4530867,4532210,fructuronate transporter,4531538.5,
4439,ECB_04191,cds,uxuA,4532550,4533734,mannonate dehydratase,4533142.0,"{'ebr00040': 'Pentose and glucuronate interconversions', 'ebr01100': 'Metabolic pathways'}"
4440,ECB_04192,cds,uxuB,4533815,4535275,"D-mannonate oxidoreductase, NAD-binding",4534545.0,"{'ebr00040': 'Pentose and glucuronate interconversions', 'ebr01100': 'Metabolic pathways'}"
4441,ECB_04193,cds,uxuR,4535490,4536263,DNA-binding transcriptional repressor,4535876.5,
4442,ECB_04194,cds,yjiC,4536404,4537234,hypothetical protein,4536819.0,
4443,ECB_04195,cds,yjiD,4537907,4538299,DNA replication/recombination/repair protein,4538103.0,
4444,ECB_04196,cds,yjiE,4538292,4539203,predicted DNA-binding transcriptional regulator,4538747.5,
4445,ECB_04197,cds,iadA,4539268,4540440,isoaspartyl dipeptidase,4539854.0,
4446,ECB_04198,cds,yjiG,4540453,4540914,conserved inner membrane protein,4540683.5,
4447,ECB_04199,cds,yjiH,4540911,4541594,conserved inner membrane protein,4541252.5,
4448,ECB_04200,cds,kptA,4541844,4542398,RNA 2'-phosphotransferase-like protein,4542121.0,
4449,ECB_04201,cds,yjiJ,4542411,4543589,predicted inner membrane protein,4543000.0,
4450,ECB_04202,cds,yjiK,4543657,4544625,hypothetical protein,4544141.0,
4451,ECB_04203,cds,yjiL,4544836,4545603,"predicted ATPase, activator of (R)-hydroxyglutaryl-CoA dehydratase",4545219.5,
4452,ECB_04204,cds,yjiM,4545613,4546764,predicted 2-hydroxyglutaryl-CoA dehydratase,4546188.5,
4453,ECB_04205,cds,yjiN,4546880,4548160,conserved inner membrane protein,4547520.0,
4454,ECB_04206,cds,yjiO,4548201,4549433,multidrug efflux system protein,4548817.0,
4455,ECB_04207,cds,yjiPQ,4549912,4550679,predicted transposase,4550295.5,
4456,ECB_04208,cds,insA-28,4550734,4551009,IS1 protein InsA,4550871.5,
4457,ECB_04209,cds,insB-28,4550928,4551431,IS1 protein InsB,4551179.5,
4458,ECB_04211,cds,mcrC,4554857,4555903,"5-methylcytosine-specific restriction enzyme McrBC, subunit McrC",4555380.0,
4459,ECB_04212,cds,mcrB,4555903,4557282,"5-methylcytosine-specific restriction enzyme McrBC, subunit McrB",4556592.5,
4460,ECB_04213,cds,yjiW,4557444,4557785,hypothetical protein,4557614.5,
4461,EBG00001040519,ncrna,symR,4557780,4557856,,4557818.0,
4462,ECB_04214,cds,hsdS,4558013,4559437,specificity determinant for hsdM and hsdR,4558725.0,
4463,ECB_04215,cds,hsdM,4559434,4561023,DNA methylase M,4560228.5,
4464,ECB_04216,cds,hsdR,4561224,4564736,endonuclease R,4562980.0,
4465,ECB_04217,cds,mrr,4564924,4565838,methylated adenine and cytosine restriction protein,4565381.0,
4466,ECB_04218,cds,yjiA,4565884,4566840,predicted GTPase,4566362.0,
4467,ECB_04219,cds,yjiX,4566851,4567054,hypothetical protein,4566952.5,
4468,ECB_04220,cds,yjiY,4567104,4569254,predicted inner membrane protein,4568179.0,
4469,ECB_04221,cds,hpaC,4569647,4570159,"4-hydroxyphenylacetate 3-monooxygenase, reductase component",4569903.0,"{'ebr00350': 'Tyrosine metabolism', 'ebr00740': 'Riboflavin metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01220': 'Degradation of aromatic compounds'}"
4470,ECB_04222,cds,hpaB,4570177,4571739,4-hydroxyphenylacetate 3-monooxygenase,4570958.0,"{'ebr00350': 'Tyrosine metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01220': 'Degradation of aromatic compounds'}"
4471,ECB_04223,cds,hpaA,4571990,4572880,HpaA,4572435.0,
4472,ECB_04224,cds,hpaX,4572890,4574266,hypothetical 4-hydroxyphenylacetate permease,4573578.0,
4473,ECB_04225,cds,hpaI,4574390,4575178,"2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase",4574784.0,"{'ebr00350': 'Tyrosine metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01120': 'Microbial metabolism in diverse environments'}"
4474,ECB_04226,cds,hpaH,4575189,4575992,"2-oxo-hept-3-ene-1,7-dioate hydratase",4575590.5,"{'ebr00350': 'Tyrosine metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01120': 'Microbial metabolism in diverse environments'}"
4475,ECB_04227,cds,hpaF,4576060,4576440,5-carboxymethyl-2-hydroxymuconate delta-isomerase,4576250.0,"{'ebr00350': 'Tyrosine metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01220': 'Degradation of aromatic compounds'}"
4476,ECB_04228,cds,hpaD,4576450,4577301,Homoprotocatechuate dyoxygenase,4576875.5,"{'ebr00350': 'Tyrosine metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01220': 'Degradation of aromatic compounds'}"
4477,ECB_04229,cds,hpaE,4577303,4578769,5-carboxy-2-hydroxymuconate semialdehyde dehydrogenase,4578036.0,"{'ebr00350': 'Tyrosine metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01220': 'Degradation of aromatic compounds'}"
4478,ECB_04230,cds,hpaG,4578766,4580055,4-hydroxyphenylacetate degradation bifunctional isomerase/decarboxylase,4579410.5,"{'ebr00350': 'Tyrosine metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01220': 'Degradation of aromatic compounds'}"
4479,ECB_04231,cds,hpaR,4580327,4580773,Homoprotocatechuate degradative operon repressor,4580550.0,
4480,ECB_04232,cds,tsr,4580892,4582547,"methyl-accepting chemotaxis protein I, serine sensor receptor",4581719.5,"{'ebr02020': 'Two-component system', 'ebr02030': 'Bacterial chemotaxis'}"
4481,ECB_04233,cds,yjiZ,4582596,4583957,predicted transporter,4583276.5,
4482,ECB_04235,cds,yjjN,4585224,4586246,"predicted oxidoreductase, Zn-dependent and NAD(P)-binding",4585735.0,"{'ebr00053': 'Ascorbate and aldarate metabolism', 'ebr01100': 'Metabolic pathways'}"
4483,ECB_04236,cds,mdoB,4586384,4588675,phosphoglycerol transferase I,4587529.5,
4484,ECB_04237,cds,yjjA,4588929,4589423,hypothetical protein,4589176.0,
4485,ECB_04238,cds,dnaC,4589472,4590209,DNA biosynthesis protein,4589840.5,
4486,ECB_04239,cds,dnaT,4590212,4590751,primosomal protein I,4590481.5,{'ebr03440': 'Homologous recombination'}
4487,ECB_04240,cds,yjjB,4590858,4591184,conserved inner membrane protein,4591021.0,
4488,ECB_04241,cds,yjjP,4591322,4592092,predicted inner membrane protein,4591707.0,
4489,ECB_04242,cds,yjjQ,4592711,4593436,predicted DNA-binding transcriptional regulator,4593073.5,
4490,ECB_04243,cds,bglJ,4593448,4594071,DNA-binding transcriptional activator,4593759.5,
4491,ECB_04244,cds,fhuF,4594109,4594897,ferric iron reductase involved in ferric hydroximate transport,4594503.0,
